aug_k,aug_path,aug_rms_reproj_px,aug_roll_rad,aug_x_m,aug_y_m,aug_z_m,augtype,base,best_patch_index,best_patch_score_rms_reproj_px,chosen_patch_box,delta_w_angle_deg,delta_x_m,delta_y_m,delta_z_m,idx,orig_path,orig_rms_reproj_px,orig_roll_rad,orig_x_m,orig_y_m,orig_z_m,patch_mode
3,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_gt_rotation_3.jpg,353.9221025611298,2.19071519138482,3.2660768613678286,-5.299584392622844,-11.685293801433883,rotation,gt,,,,153.54441635670122,3.4197831171016904,-5.30678475393611,-11.947235053431228,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_gt.jpg,365.37200692251423,0.2868546862288769,-0.1537062557338616,0.007200361313266176,0.2619412519973451,False
1,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_gt_translation_1.jpg,400.3817300689097,-0.28017683345246724,-0.04151957571712535,-0.277090572287074,0.11491828282836412,translation,gt,,,,67.98328727176637,0.11218668001673625,-0.2842909336003402,-0.14702296916898094,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_gt.jpg,365.37200692251423,0.2868546862288769,-0.1537062557338616,0.007200361313266176,0.2619412519973451,False
2,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_gt_translation_2.jpg,373.6495910293988,0.2623540389910696,-0.060646723216644605,-0.0148517430101232,0.2977225763372446,translation,gt,,,,19.336883942899583,0.09305953251721699,-0.022052104323389374,0.0357813243398995,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_gt.jpg,365.37200692251423,0.2868546862288769,-0.1537062557338616,0.007200361313266176,0.2619412519973451,False
3,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_gt_translation_3.jpg,367.1775581465867,0.36652668528234617,0.1665966932525855,-0.08148872423626001,0.24002291783691018,translation,gt,,,,66.54460126237423,0.32030294898644707,-0.08868908554952619,-0.0219183341604349,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_gt.jpg,365.37200692251423,0.2868546862288769,-0.1537062557338616,0.007200361313266176,0.2619412519973451,False
1,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_blackbox_1.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,blackbox,moire,,,,0.00011458711090397195,0.0,0.0,0.0,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
2,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_blackbox_2.jpg,358.1986422815969,0.0,5.12885557481307,-5.1288555851668765,-12.18250194715198,blackbox,moire,,,,59.687018693642784,8.038241104590622,-8.027308267640935,-4.748638885816124,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
3,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_blackbox_3.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,blackbox,moire,,,,0.00011458711090397195,0.0,0.0,0.0,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
1,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_rotation_1.jpg,361.163456978263,1.1221644026146245,2.385592241711676,0.5990588602408367,-1.0332590047988819,rotation,moire,,,,83.72414302777482,5.294977771489227,-2.2993938222332218,6.400604056536974,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
2,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_rotation_2.jpg,354.45028222594516,2.0282349996003144,-4.856986740215079,-3.850302153064418,-9.610311311873728,rotation,moire,,,,39.98711781765053,-1.9476012104375267,-6.7487548355384765,-2.176448250537872,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
3,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_rotation_3.jpg,366.58422451839226,-0.9438039964632798,-0.08471533241472617,0.23214247403758742,0.2384551342767082,rotation,moire,,,,107.01278320105492,2.824670197362826,-2.666310208436471,7.672318195612564,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
1,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_translation_1.jpg,355.25527490414305,-2285.403631825104,-0.18610314580183118,2.6872811857940064,-4.818239594731828,translation,moire,,,,19.659143161087304,2.7232823839757208,-0.21117149668005197,2.6156234666040277,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
2,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_translation_2.jpg,357.25112079809594,0.7695989432430344,-5.1897466905409,-0.19497001460054886,-10.06058193171635,translation,moire,,,,21.7292548017405,-2.2803611607633485,-3.0934226970746073,-2.6267188703804933,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
3,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0001_moire_translation_3.jpg,356.37664945902276,-1.1694031342809106,0.007568066766241721,3.076524632697101,-5.585761195533763,translation,moire,,,,21.416248169027646,2.916953596543794,0.17807195022304256,1.848101865802093,0001,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0001_moire.jpg,356.2155725836309,1.1797536305778848,-2.909385529777552,2.8984526824740584,-7.433863061335856,False
1,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\augmented_9x\0002_gt_blackbox_1.jpg,348.8315873450883,2.0339089460962323,0.5604470213046173,-2.370287198505669,-1.1418459572865856,blackbox,gt,,,,6.022871774834049,0.22515221118516415,0.16161024771650112,-0.0991230383611077,0002,C:\Users\USER\Desktop\project\calibration\moire\datasets\test\0002_gt.jpg,349.9276268702447,2.006150262304007,0.33529481011945317,-2.53189744622217,-1.0427229189254779,False
